Returned,Order ID,Region,Ship Date,Order Date,_parsed_return,inferred_return_date,return_date_source
Yes,MX-2015-RH1951082-42262,Central America,2015-09-20,9/15/2015,,2015-09-27,inferred_from_ship
Yes,MX-2015-RH1951082-42262,Central America,2015-09-20,9/15/2015,,2015-09-27,inferred_from_ship
Yes,CA-2013-JC16105140-41520,Southern US,2013-09-08,9/3/2013,,2013-09-15,inferred_from_ship
Yes,ES-2012-MP1817564-41187,Southern Europe,2012-10-09,10/5/2012,,2012-10-16,inferred_from_ship
Yes,US-2013-RR19525140-41613,Southern US,2013-12-08,12/5/2013,,2013-12-15,inferred_from_ship
Yes,ES-2013-GT14710139-41614,Northern Europe,2013-12-11,12/6/2013,,2013-12-18,inferred_from_ship
Yes,ES-2013-GT14710139-41614,Northern Europe,2013-12-11,12/6/2013,,2013-12-18,inferred_from_ship
Yes,EK-2014-EP391540-41947,Central Africa,2014-11-09,11/4/2014,,2014-11-16,inferred_from_ship
Yes,EK-2014-EP391540-41947,Central Africa,2014-11-09,11/4/2014,,2014-11-16,inferred_from_ship
Yes,EK-2014-EP391540-41947,Central Africa,2014-11-09,11/4/2014,,2014-11-16,inferred_from_ship
Yes,ID-2012-TC2129527-41137,Eastern Asia,2012-08-16,8/16/2012,,2012-08-23,inferred_from_ship
Yes,ID-2012-TC2129527-41137,Eastern Asia,2012-08-16,8/16/2012,,2012-08-23,inferred_from_ship
Yes,MX-2014-TM2149039-41923,Central America,2014-10-18,10/11/2014,,2014-10-25,inferred_from_ship
Yes,TU-2015-EB3840134-42326,Western Asia,2015-11-22,11/18/2015,,2015-11-29,inferred_from_ship
Yes,MX-2013-DW1348051-41548,Central America,2013-10-06,10/1/2013,,2013-10-13,inferred_from_ship
Yes,US-2014-GK14620101-41744,South America,2014-04-20,4/15/2014,,2014-04-27,inferred_from_ship
Yes,US-2014-GK14620101-41744,South America,2014-04-20,4/15/2014,,2014-04-27,inferred_from_ship
Yes,US-2014-GK14620101-41744,South America,2014-04-20,4/15/2014,,2014-04-27,inferred_from_ship
Yes,US-2014-GK14620101-41744,South America,2014-04-20,4/15/2014,,2014-04-27,inferred_from_ship
Yes,US-2014-GK14620101-41744,South America,2014-04-20,4/15/2014,,2014-04-27,inferred_from_ship
Yes,US-2014-GK14620101-41744,South America,2014-04-20,4/15/2014,,2014-04-27,inferred_from_ship
Yes,US-2014-GK14620101-41744,South America,2014-04-20,4/15/2014,,2014-04-27,inferred_from_ship
Yes,MX-2012-PF1912028-41059,South America,2012-06-03,5/30/2012,,2012-06-10,inferred_from_ship
Yes,IZ-2013-GZ454561-41314,Western Asia,2013-02-15,2/9/2013,,2013-02-22,inferred_from_ship
Yes,CA-2015-SC20380140-42039,Southern US,2015-02-09,2/4/2015,,2015-02-16,inferred_from_ship
Yes,CA-2015-SC20380140-42039,Southern US,2015-02-09,2/4/2015,,2015-02-16,inferred_from_ship
Yes,IN-2015-BS11590102-42287,Southeastern Asia,2015-10-15,10/10/2015,,2015-10-22,inferred_from_ship
Yes,MX-2012-MF1766582-41174,Central America,2012-09-27,9/22/2012,,2012-10-04,inferred_from_ship
Yes,TU-2015-CS1860134-42042,Western Asia,2015-02-10,2/7/2015,,2015-02-17,inferred_from_ship
Yes,TU-2015-CS1860134-42042,Western Asia,2015-02-10,2/7/2015,,2015-02-17,inferred_from_ship
Yes,TU-2015-CS1860134-42042,Western Asia,2015-02-10,2/7/2015,,2015-02-17,inferred_from_ship
Yes,MX-2013-SS2059093-41565,Central America,2013-10-22,10/18/2013,,2013-10-29,inferred_from_ship
Yes,MX-2015-PR1888018-42153,South America,2015-06-03,5/29/2015,,2015-06-10,inferred_from_ship
Yes,MX-2015-PR1888018-42153,South America,2015-06-03,5/29/2015,,2015-06-10,inferred_from_ship
Yes,PL-2014-BM1650103-41888,Eastern Europe,2014-09-12,9/6/2014,,2014-09-19,inferred_from_ship
Yes,CA-2015-DK13090140-42279,Central US,2015-10-08,10/2/2015,,2015-10-15,inferred_from_ship
Yes,ID-2014-RB19330102-41767,Southeastern Asia,2014-05-10,5/8/2014,,2014-05-17,inferred_from_ship
Yes,ID-2014-RB19330102-41767,Southeastern Asia,2014-05-10,5/8/2014,,2014-05-17,inferred_from_ship
Yes,MX-2013-RW1963082-41528,Central America,2013-09-15,9/11/2013,,2013-09-22,inferred_from_ship
Yes,IT-2012-BD1172591-40992,Western Europe,2012-03-29,3/24/2012,,2012-04-05,inferred_from_ship
Yes,IT-2012-BD1172591-40992,Western Europe,2012-03-29,3/24/2012,,2012-04-05,inferred_from_ship
Yes,TU-2015-SW10350134-42024,Western Asia,2015-01-23,1/20/2015,,2015-01-30,inferred_from_ship
Yes,TU-2015-SW10350134-42024,Western Asia,2015-01-23,1/20/2015,,2015-01-30,inferred_from_ship
Yes,TU-2015-SW10350134-42024,Western Asia,2015-01-23,1/20/2015,,2015-01-30,inferred_from_ship
Yes,US-2014-SG2008055-41769,Central America,2014-05-10,5/10/2014,,2014-05-17,inferred_from_ship
Yes,ES-2012-AR104058-41127,Western Europe,2012-08-09,8/6/2012,,2012-08-16,inferred_from_ship
Yes,CG-2015-DW358533-42341,Central Africa,2015-12-09,12/3/2015,,2015-12-16,inferred_from_ship
Yes,CA-2012-HP14815140-41236,Southern US,2012-11-28,11/23/2012,,2012-12-05,inferred_from_ship
Yes,ID-2013-AS1022559-41392,Southeastern Asia,2013-04-28,4/28/2013,,2013-05-05,inferred_from_ship
Yes,ID-2013-AS1022559-41392,Southeastern Asia,2013-04-28,4/28/2013,,2013-05-05,inferred_from_ship
Yes,PL-2015-ML8265103-42252,Eastern Europe,2015-09-11,9/5/2015,,2015-09-18,inferred_from_ship
Yes,ES-2014-BD1132048-41992,Western Europe,2014-12-23,12/19/2014,,2014-12-30,inferred_from_ship
Yes,CA-2015-JH15430140-42329,Southern US,2015-11-22,11/21/2015,,2015-11-29,inferred_from_ship
Yes,CA-2015-JH15430140-42329,Southern US,2015-11-22,11/21/2015,,2015-11-29,inferred_from_ship
Yes,CA-2015-NG18355140-42235,Eastern US,2015-08-24,8/19/2015,,2015-08-31,inferred_from_ship
Yes,CA-2015-NG18355140-42235,Eastern US,2015-08-24,8/19/2015,,2015-08-31,inferred_from_ship
Yes,CA-2015-NG18355140-42235,Eastern US,2015-08-24,8/19/2015,,2015-08-31,inferred_from_ship
Yes,CA-2015-NG18355140-42235,Eastern US,2015-08-24,8/19/2015,,2015-08-31,inferred_from_ship
Yes,CA-2015-NG18355140-42235,Eastern US,2015-08-24,8/19/2015,,2015-08-31,inferred_from_ship
Yes,MX-2012-MM1805531-40978,Caribbean,2012-03-15,3/10/2012,,2012-03-22,inferred_from_ship
Yes,MX-2012-MM1805531-40978,Caribbean,2012-03-15,3/10/2012,,2012-03-22,inferred_from_ship
Yes,MX-2012-MM1805531-40978,Caribbean,2012-03-15,3/10/2012,,2012-03-22,inferred_from_ship
Yes,ES-2013-EH14125120-41573,Southern Europe,2013-10-26,10/26/2013,,2013-11-02,inferred_from_ship
Yes,ES-2013-EH14125120-41573,Southern Europe,2013-10-26,10/26/2013,,2013-11-02,inferred_from_ship
Yes,ES-2013-EH14125120-41573,Southern Europe,2013-10-26,10/26/2013,,2013-11-02,inferred_from_ship
Yes,ES-2015-BM1157545-42276,Western Europe,2015-10-04,9/29/2015,,2015-10-11,inferred_from_ship
Yes,ES-2015-CB1202545-42041,Western Europe,2015-02-10,2/6/2015,,2015-02-17,inferred_from_ship
Yes,IT-2014-AP1091564-41896,Southern Europe,2014-09-18,9/14/2014,,2014-09-25,inferred_from_ship
Yes,IT-2014-AP1091564-41896,Southern Europe,2014-09-18,9/14/2014,,2014-09-25,inferred_from_ship
Yes,ES-2012-AG1049564-41254,Southern Europe,2012-12-16,12/11/2012,,2012-12-23,inferred_from_ship
Yes,ES-2012-AG1049564-41254,Southern Europe,2012-12-16,12/11/2012,,2012-12-23,inferred_from_ship
Yes,ID-2013-GZ14545130-41605,Southeastern Asia,2013-12-01,11/27/2013,,2013-12-08,inferred_from_ship
Yes,ID-2013-GZ14545130-41605,Southeastern Asia,2013-12-01,11/27/2013,,2013-12-08,inferred_from_ship
Yes,IN-2015-LH171557-42294,Oceania,2015-10-22,10/17/2015,,2015-10-29,inferred_from_ship
Yes,US-2015-PN18775140-42339,Southern US,2015-12-03,12/1/2015,,2015-12-10,inferred_from_ship
Yes,ID-2015-GD1459092-42144,Oceania,2015-05-24,5/20/2015,,2015-05-31,inferred_from_ship
Yes,IN-2014-IM1507058-41812,Southern Asia,2014-06-27,6/22/2014,,2014-07-04,inferred_from_ship
Yes,US-2012-JW1595555-41073,Central America,2012-06-19,6/13/2012,,2012-06-26,inferred_from_ship
Yes,MX-2014-AG1076539-41887,Central America,2014-09-12,9/5/2014,,2014-09-19,inferred_from_ship
Yes,MX-2014-AG1076539-41887,Central America,2014-09-12,9/5/2014,,2014-09-19,inferred_from_ship
Yes,ES-2015-LD1685548-42185,Western Europe,2015-07-05,6/30/2015,,2015-07-12,inferred_from_ship
Yes,US-2012-CW1190536-41241,Caribbean,2012-11-30,11/28/2012,,2012-12-07,inferred_from_ship
Yes,US-2012-CW1190536-41241,Caribbean,2012-11-30,11/28/2012,,2012-12-07,inferred_from_ship
Yes,US-2012-CW1190536-41241,Caribbean,2012-11-30,11/28/2012,,2012-12-07,inferred_from_ship
Yes,ID-2015-GM1445592-42334,Oceania,2015-11-30,11/26/2015,,2015-12-07,inferred_from_ship
Yes,ID-2015-GM1445592-42334,Oceania,2015-11-30,11/26/2015,,2015-12-07,inferred_from_ship
Yes,ID-2015-GM1445592-42334,Oceania,2015-11-30,11/26/2015,,2015-12-07,inferred_from_ship
Yes,EG-2013-VG1179038-41590,North Africa,2013-11-14,11/12/2013,,2013-11-21,inferred_from_ship
Yes,CA-2015-PN18775140-42120,Southern US,2015-04-27,4/26/2015,,2015-05-04,inferred_from_ship
Yes,CA-2015-PN18775140-42120,Southern US,2015-04-27,4/26/2015,,2015-05-04,inferred_from_ship
Yes,ID-2012-RB193307-41261,Oceania,2012-12-20,12/18/2012,,2012-12-27,inferred_from_ship
Yes,CA-2015-AG10675140-42272,Southern US,2015-09-28,9/25/2015,,2015-10-05,inferred_from_ship
Yes,CA-2015-AG10675140-42272,Southern US,2015-09-28,9/25/2015,,2015-10-05,inferred_from_ship
Yes,EN-2015-MC760542-42174,Northern Europe,2015-06-23,6/19/2015,,2015-06-30,inferred_from_ship
Yes,EN-2015-MC760542-42174,Northern Europe,2015-06-23,6/19/2015,,2015-06-30,inferred_from_ship
Yes,EN-2015-MC760542-42174,Northern Europe,2015-06-23,6/19/2015,,2015-06-30,inferred_from_ship
Yes,US-2014-MG1814555-41928,Central America,2014-10-19,10/16/2014,,2014-10-26,inferred_from_ship
Yes,US-2014-MG1814555-41928,Central America,2014-10-19,10/16/2014,,2014-10-26,inferred_from_ship
Yes,US-2014-MG1814555-41928,Central America,2014-10-19,10/16/2014,,2014-10-26,inferred_from_ship
Yes,US-2014-MG1814555-41928,Central America,2014-10-19,10/16/2014,,2014-10-26,inferred_from_ship
Yes,CA-2015-RB19795140-42138,Western US,2015-05-21,5/14/2015,,2015-05-28,inferred_from_ship
Yes,IR-2014-DL286560-41950,Southern Asia,2014-11-11,11/7/2014,,2014-11-18,inferred_from_ship
Yes,IR-2014-DL286560-41950,Southern Asia,2014-11-11,11/7/2014,,2014-11-18,inferred_from_ship
Yes,IR-2014-DL286560-41950,Southern Asia,2014-11-11,11/7/2014,,2014-11-18,inferred_from_ship
Yes,CA-2015-PK19075140-42316,Eastern US,2015-11-12,11/8/2015,,2015-11-19,inferred_from_ship
Yes,ES-2014-EJ1415545-41901,Western Europe,2014-09-23,9/19/2014,,2014-09-30,inferred_from_ship
Yes,ES-2014-EB1397564-41814,Southern Europe,2014-06-30,6/24/2014,,2014-07-07,inferred_from_ship
Yes,MX-2012-JL1517582-41163,Central America,2012-09-17,9/11/2012,,2012-09-24,inferred_from_ship
Yes,MX-2012-JL1517582-41163,Central America,2012-09-17,9/11/2012,,2012-09-24,inferred_from_ship
Yes,ES-2014-CP12340120-41738,Southern Europe,2014-04-15,4/9/2014,,2014-04-22,inferred_from_ship
Yes,ES-2014-CP12340120-41738,Southern Europe,2014-04-15,4/9/2014,,2014-04-22,inferred_from_ship
Yes,US-2015-SC2084582-42125,Central America,2015-05-08,5/1/2015,,2015-05-15,inferred_from_ship
Yes,TU-2013-AH585134-41367,Western Asia,2013-04-08,4/3/2013,,2013-04-15,inferred_from_ship
Yes,TU-2013-AH585134-41367,Western Asia,2013-04-08,4/3/2013,,2013-04-15,inferred_from_ship
Yes,TU-2013-AH585134-41367,Western Asia,2013-04-08,4/3/2013,,2013-04-15,inferred_from_ship
Yes,TU-2013-AH585134-41367,Western Asia,2013-04-08,4/3/2013,,2013-04-15,inferred_from_ship
Yes,CA-2014-BM11575140-41964,Western US,2014-11-25,11/21/2014,,2014-12-02,inferred_from_ship
Yes,SI-2014-TC10980115-41955,Southern Europe,2014-11-18,11/12/2014,,2014-11-25,inferred_from_ship
Yes,ES-2012-VG2180548-41175,Western Europe,2012-09-26,9/23/2012,,2012-10-03,inferred_from_ship
Yes,MX-2014-Dp1324082-41960,Central America,2014-11-23,11/17/2014,,2014-11-30,inferred_from_ship
Yes,MX-2014-Dp1324082-41960,Central America,2014-11-23,11/17/2014,,2014-11-30,inferred_from_ship
Yes,MX-2014-Dp1324082-41960,Central America,2014-11-23,11/17/2014,,2014-11-30,inferred_from_ship
Yes,MX-2014-Dp1324082-41960,Central America,2014-11-23,11/17/2014,,2014-11-30,inferred_from_ship
Yes,MX-2014-Dp1324082-41960,Central America,2014-11-23,11/17/2014,,2014-11-30,inferred_from_ship
Yes,MX-2014-Dp1324082-41960,Central America,2014-11-23,11/17/2014,,2014-11-30,inferred_from_ship
Yes,IN-2015-MH1744027-42025,Eastern Asia,2015-01-27,1/21/2015,,2015-02-03,inferred_from_ship
Yes,IN-2015-MH1744027-42025,Eastern Asia,2015-01-27,1/21/2015,,2015-02-03,inferred_from_ship
Yes,IN-2015-TW2102578-42063,Southeastern Asia,2015-03-05,2/28/2015,,2015-03-12,inferred_from_ship
Yes,IT-2015-FO1430564-42342,Southern Europe,2015-12-06,12/4/2015,,2015-12-13,inferred_from_ship
Yes,IT-2015-FO1430564-42342,Southern Europe,2015-12-06,12/4/2015,,2015-12-13,inferred_from_ship
Yes,BO-2015-MS798013-42091,Eastern Europe,2015-04-01,3/28/2015,,2015-04-08,inferred_from_ship
Yes,BO-2015-MS798013-42091,Eastern Europe,2015-04-01,3/28/2015,,2015-04-08,inferred_from_ship
Yes,BO-2015-MS798013-42091,Eastern Europe,2015-04-01,3/28/2015,,2015-04-08,inferred_from_ship
Yes,CA-2012-ZC21910140-41271,Central US,2013-01-04,12/28/2012,,2013-01-11,inferred_from_ship
Yes,ES-2012-AJ1094545-41239,Western Europe,2012-11-30,11/26/2012,,2012-12-07,inferred_from_ship
Yes,US-2015-RL19615140-42147,Western US,2015-05-26,5/23/2015,,2015-06-02,inferred_from_ship
Yes,NI-2012-SN1056095-41065,Western Africa,2012-06-11,6/5/2012,,2012-06-18,inferred_from_ship
Yes,NI-2012-SN1056095-41065,Western Africa,2012-06-11,6/5/2012,,2012-06-18,inferred_from_ship
Yes,NI-2012-SN1056095-41065,Western Africa,2012-06-11,6/5/2012,,2012-06-18,inferred_from_ship
Yes,NI-2012-SN1056095-41065,Western Africa,2012-06-11,6/5/2012,,2012-06-18,inferred_from_ship
Yes,NI-2012-SN1056095-41065,Western Africa,2012-06-11,6/5/2012,,2012-06-18,inferred_from_ship
Yes,NI-2012-SN1056095-41065,Western Africa,2012-06-11,6/5/2012,,2012-06-18,inferred_from_ship
Yes,NI-2012-SN1056095-41065,Western Africa,2012-06-11,6/5/2012,,2012-06-18,inferred_from_ship
Yes,NI-2012-SN1056095-41065,Western Africa,2012-06-11,6/5/2012,,2012-06-18,inferred_from_ship
Yes,CA-2014-EH13945140-41655,Western US,2014-01-20,1/16/2014,,2014-01-27,inferred_from_ship
Yes,CA-2014-EH13945140-41655,Western US,2014-01-20,1/16/2014,,2014-01-27,inferred_from_ship
Yes,MX-2013-JP1552082-41440,Central America,2013-06-19,6/15/2013,,2013-06-26,inferred_from_ship
Yes,IN-2015-CR126257-42046,Oceania,2015-02-14,2/11/2015,,2015-02-21,inferred_from_ship
Yes,IN-2014-OT187307-41944,Oceania,2014-11-05,11/1/2014,,2014-11-12,inferred_from_ship
Yes,IN-2014-OT187307-41944,Oceania,2014-11-05,11/1/2014,,2014-11-12,inferred_from_ship
Yes,IN-2014-OT187307-41944,Oceania,2014-11-05,11/1/2014,,2014-11-12,inferred_from_ship
Yes,MX-2013-MC1759039-41577,Central America,2013-11-03,10/30/2013,,2013-11-10,inferred_from_ship
Yes,MX-2012-BF1127582-41039,Central America,2012-05-13,5/10/2012,,2012-05-20,inferred_from_ship
Yes,TU-2014-EG3900134-41794,Western Asia,2014-06-08,6/4/2014,,2014-06-15,inferred_from_ship
Yes,TU-2014-EG3900134-41794,Western Asia,2014-06-08,6/4/2014,,2014-06-15,inferred_from_ship
Yes,CA-2013-TC21535140-41536,Southern US,2013-09-24,9/19/2013,,2013-10-01,inferred_from_ship
Yes,US-2015-EB1397518-42304,South America,2015-11-01,10/27/2015,,2015-11-08,inferred_from_ship
Yes,US-2015-EB1397518-42304,South America,2015-11-01,10/27/2015,,2015-11-08,inferred_from_ship
Yes,US-2015-EB1397518-42304,South America,2015-11-01,10/27/2015,,2015-11-08,inferred_from_ship
Yes,ES-2015-JK1564064-42297,Southern Europe,2015-10-24,10/20/2015,,2015-10-31,inferred_from_ship
Yes,EG-2015-RM937538-42360,North Africa,2015-12-23,12/22/2015,,2015-12-30,inferred_from_ship
Yes,EG-2015-RM937538-42360,North Africa,2015-12-23,12/22/2015,,2015-12-30,inferred_from_ship
Yes,MX-2014-PO1886593-41642,Central America,2014-01-07,1/3/2014,,2014-01-14,inferred_from_ship
Yes,SA-2015-BB990110-42291,Western Asia,2015-10-17,10/14/2015,,2015-10-24,inferred_from_ship
Yes,US-2012-TS2108536-41070,Caribbean,2012-06-14,6/10/2012,,2012-06-21,inferred_from_ship
Yes,US-2012-TS2108536-41070,Caribbean,2012-06-14,6/10/2012,,2012-06-21,inferred_from_ship
Yes,US-2012-TS2108536-41070,Caribbean,2012-06-14,6/10/2012,,2012-06-21,inferred_from_ship
Yes,EG-2013-FA423038-41534,North Africa,2013-09-19,9/17/2013,,2013-09-26,inferred_from_ship
Yes,ES-2013-SC20305139-41480,Northern Europe,2013-07-29,7/25/2013,,2013-08-05,inferred_from_ship
Yes,CA-2013-BP11095140-41481,Western US,2013-07-31,7/26/2013,,2013-08-07,inferred_from_ship
Yes,CA-2013-BP11095140-41481,Western US,2013-07-31,7/26/2013,,2013-08-07,inferred_from_ship
Yes,CA-2013-BP11095140-41481,Western US,2013-07-31,7/26/2013,,2013-08-07,inferred_from_ship
Yes,MO-2013-JW607586-41520,North Africa,2013-09-06,9/3/2013,,2013-09-13,inferred_from_ship
Yes,ID-2015-NP18685102-42224,Southeastern Asia,2015-08-13,8/8/2015,,2015-08-20,inferred_from_ship
Yes,ES-2015-JC16105139-42173,Northern Europe,2015-06-24,6/18/2015,,2015-07-01,inferred_from_ship
Yes,ES-2015-JC16105139-42173,Northern Europe,2015-06-24,6/18/2015,,2015-07-01,inferred_from_ship
Yes,ES-2015-JC16105139-42173,Northern Europe,2015-06-24,6/18/2015,,2015-07-01,inferred_from_ship
Yes,US-2015-RH1955518-42079,South America,2015-03-16,3/16/2015,,2015-03-23,inferred_from_ship
Yes,US-2015-RH1955518-42079,South America,2015-03-16,3/16/2015,,2015-03-23,inferred_from_ship
Yes,CA-2014-WB21850140-41654,Eastern US,2014-01-21,1/15/2014,,2014-01-28,inferred_from_ship
Yes,CA-2014-WB21850140-41654,Eastern US,2014-01-21,1/15/2014,,2014-01-28,inferred_from_ship
Yes,CA-2014-WB21850140-41654,Eastern US,2014-01-21,1/15/2014,,2014-01-28,inferred_from_ship
Yes,IN-2013-SW202757-41585,Oceania,2013-11-10,11/7/2013,,2013-11-17,inferred_from_ship
Yes,MX-2013-SC2077018-41329,South America,2013-02-28,2/24/2013,,2013-03-07,inferred_from_ship
Yes,CA-2015-HM14980140-42122,Western US,2015-05-03,4/28/2015,,2015-05-10,inferred_from_ship
Yes,IR-2012-DV304560-40929,Southern Asia,2012-01-26,1/21/2012,,2012-02-02,inferred_from_ship
Yes,MX-2013-EJ1415516-41465,South America,2013-07-16,7/10/2013,,2013-07-23,inferred_from_ship
Yes,CA-2012-EJ13720140-41258,Central US,2012-12-20,12/15/2012,,2012-12-27,inferred_from_ship
Yes,CA-2012-EJ13720140-41258,Central US,2012-12-20,12/15/2012,,2012-12-27,inferred_from_ship
Yes,CA-2015-SC20305140-42245,Central US,2015-09-02,8/29/2015,,2015-09-09,inferred_from_ship
Yes,CA-2015-SC20305140-42245,Central US,2015-09-02,8/29/2015,,2015-09-09,inferred_from_ship
Yes,IS-2013-MY829563-41460,Western Asia,2013-07-07,7/5/2013,,2013-07-14,inferred_from_ship
Yes,IS-2013-MY829563-41460,Western Asia,2013-07-07,7/5/2013,,2013-07-14,inferred_from_ship
Yes,IS-2013-MY829563-41460,Western Asia,2013-07-07,7/5/2013,,2013-07-14,inferred_from_ship
Yes,ID-2015-LS172007-42133,Oceania,2015-05-11,5/9/2015,,2015-05-18,inferred_from_ship
Yes,MX-2012-BT1130582-41158,Central America,2012-09-10,9/6/2012,,2012-09-17,inferred_from_ship
Yes,ES-2015-CL1189064-42356,Southern Europe,2015-12-20,12/18/2015,,2015-12-27,inferred_from_ship
Yes,CA-2014-JG15160140-41910,Southern US,2014-09-30,9/28/2014,,2014-10-07,inferred_from_ship
Yes,CA-2014-JG15160140-41910,Southern US,2014-09-30,9/28/2014,,2014-10-07,inferred_from_ship
Yes,ID-2014-MP1747059-41709,Southeastern Asia,2014-03-15,3/11/2014,,2014-03-22,inferred_from_ship
Yes,SA-2013-GM4680110-41328,Western Asia,2013-02-27,2/23/2013,,2013-03-06,inferred_from_ship
Yes,MX-2012-TZ2158093-40955,Central America,2012-02-20,2/16/2012,,2012-02-27,inferred_from_ship
Yes,CA-2012-RB19645140-41143,Western US,2012-08-26,8/22/2012,,2012-09-02,inferred_from_ship
Yes,CA-2012-IM15055140-40932,Western US,2012-01-29,1/24/2012,,2012-02-05,inferred_from_ship
Yes,IN-2015-BK1126027-42341,Eastern Asia,2015-12-09,12/3/2015,,2015-12-16,inferred_from_ship
Yes,US-2015-DB1355598-42119,Central America,2015-04-30,4/25/2015,,2015-05-07,inferred_from_ship
Yes,MX-2012-AW1093031-40912,Caribbean,2012-01-08,1/4/2012,,2012-01-15,inferred_from_ship
Yes,MX-2012-AW1093031-40912,Caribbean,2012-01-08,1/4/2012,,2012-01-15,inferred_from_ship
Yes,MX-2012-AW1093031-40912,Caribbean,2012-01-08,1/4/2012,,2012-01-15,inferred_from_ship
Yes,MX-2014-HE1480082-41851,Central America,2014-08-05,7/31/2014,,2014-08-12,inferred_from_ship
Yes,US-2013-ON18715140-41411,Central US,2013-05-21,5/17/2013,,2013-05-28,inferred_from_ship
Yes,US-2013-ON18715140-41411,Central US,2013-05-21,5/17/2013,,2013-05-28,inferred_from_ship
Yes,MX-2012-AH1046539-41185,Central America,2012-10-08,10/3/2012,,2012-10-15,inferred_from_ship
Yes,TU-2012-FH4365134-41121,Western Asia,2012-08-04,7/31/2012,,2012-08-11,inferred_from_ship
Yes,ID-2013-RW1954097-41476,Southern Asia,2013-07-21,7/21/2013,,2013-07-28,inferred_from_ship
Yes,ID-2013-RW1954097-41476,Southern Asia,2013-07-21,7/21/2013,,2013-07-28,inferred_from_ship
Yes,CA-2014-AM10360140-41837,Central US,2014-07-23,7/17/2014,,2014-07-30,inferred_from_ship
Yes,CA-2014-AM10360140-41837,Central US,2014-07-23,7/17/2014,,2014-07-30,inferred_from_ship
Yes,CA-2013-FC14335140-41409,Eastern US,2013-05-22,5/15/2013,,2013-05-29,inferred_from_ship
Yes,IN-2015-IG1508566-42228,Eastern Asia,2015-08-16,8/12/2015,,2015-08-23,inferred_from_ship
Yes,IT-2014-EK1379591-41771,Western Europe,2014-05-17,5/12/2014,,2014-05-24,inferred_from_ship
Yes,ID-2015-TC2129559-42223,Southeastern Asia,2015-08-12,8/7/2015,,2015-08-19,inferred_from_ship
Yes,CA-2014-BD11620140-41999,Eastern US,2014-12-29,12/26/2014,,2015-01-05,inferred_from_ship
Yes,CA-2014-RD19900140-41960,Western US,2014-11-21,11/17/2014,,2014-11-28,inferred_from_ship
Yes,ID-2012-TH21100118-41125,Eastern Asia,2012-08-10,8/4/2012,,2012-08-17,inferred_from_ship
Yes,IZ-2014-CA205561-41816,Western Asia,2014-06-30,6/26/2014,,2014-07-07,inferred_from_ship
Yes,IZ-2014-CA205561-41816,Western Asia,2014-06-30,6/26/2014,,2014-07-07,inferred_from_ship
Yes,CA-2013-TC21475140-41391,Western US,2013-05-02,4/27/2013,,2013-05-09,inferred_from_ship
Yes,CA-2013-TC21475140-41391,Western US,2013-05-02,4/27/2013,,2013-05-09,inferred_from_ship
Yes,AG-2014-RD95853-41712,North Africa,2014-03-18,3/14/2014,,2014-03-25,inferred_from_ship
Yes,AG-2014-RD95853-41712,North Africa,2014-03-18,3/14/2014,,2014-03-25,inferred_from_ship
Yes,ID-2012-JE1574559-41234,Southeastern Asia,2012-11-28,11/21/2012,,2012-12-05,inferred_from_ship
Yes,ID-2012-JE1574559-41234,Southeastern Asia,2012-11-28,11/21/2012,,2012-12-05,inferred_from_ship
Yes,CA-2014-TS21160140-41702,Western US,2014-03-04,3/4/2014,,2014-03-11,inferred_from_ship
Yes,CA-2014-TS21160140-41702,Western US,2014-03-04,3/4/2014,,2014-03-11,inferred_from_ship
Yes,MX-2015-DK1289526-42090,South America,2015-03-29,3/27/2015,,2015-04-05,inferred_from_ship
Yes,MX-2015-DK1289526-42090,South America,2015-03-29,3/27/2015,,2015-04-05,inferred_from_ship
Yes,CA-2013-GB14530140-41528,Western US,2013-09-12,9/11/2013,,2013-09-19,inferred_from_ship
Yes,IN-2015-RD1948011-42109,Southern Asia,2015-04-20,4/15/2015,,2015-04-27,inferred_from_ship
Yes,IN-2015-RD1948011-42109,Southern Asia,2015-04-20,4/15/2015,,2015-04-27,inferred_from_ship
Yes,ID-2015-RM197507-42129,Oceania,2015-05-11,5/5/2015,,2015-05-18,inferred_from_ship
Yes,ID-2015-RM197507-42129,Oceania,2015-05-11,5/5/2015,,2015-05-18,inferred_from_ship
Yes,US-2013-PT1909018-41418,South America,2013-05-28,5/24/2013,,2013-06-04,inferred_from_ship
Yes,CA-2014-AS10045140-41727,Southern US,2014-04-01,3/29/2014,,2014-04-08,inferred_from_ship
Yes,ES-2013-CS1246064-41368,Southern Europe,2013-04-09,4/4/2013,,2013-04-16,inferred_from_ship
Yes,ES-2013-CS1246064-41368,Southern Europe,2013-04-09,4/4/2013,,2013-04-16,inferred_from_ship
Yes,MX-2015-SZ2003536-42216,Caribbean,2015-08-04,7/31/2015,,2015-08-11,inferred_from_ship
Yes,SF-2013-BD1620117-41376,Southern Africa,2013-04-15,4/12/2013,,2013-04-22,inferred_from_ship
Yes,TU-2013-DL2925134-41534,Western Asia,2013-09-21,9/17/2013,,2013-09-28,inferred_from_ship
Yes,TU-2013-DL2925134-41534,Western Asia,2013-09-21,9/17/2013,,2013-09-28,inferred_from_ship
Yes,IN-2015-DB13660102-42089,Southeastern Asia,2015-03-26,3/26/2015,,2015-04-02,inferred_from_ship
Yes,MX-2015-KC1625582-42259,Central America,2015-09-15,9/12/2015,,2015-09-22,inferred_from_ship
