order_id,order_date,ship_date,ship_mode,order_priority,market,region,customer_id
ID-2015-AJ1078059-42151,2015-05-27,2015-05-31,Standard Class,High,Asia Pacific,Southeastern Asia,AJ-1078059
CA-2015-NC18415140-42328,2015-11-20,2015-11-22,First Class,High,USCA,Central US,NC-184151402
ID-2015-CM1183097-42019,2015-01-15,2015-01-19,Standard Class,Medium,Asia Pacific,Southern Asia,CM-1183097
US-2013-NC18415140-41382,2013-04-18,2013-04-20,First Class,High,USCA,Western US,NC-184151404
ES-2013-CB1253564-41437,2013-06-12,2013-06-19,Standard Class,Medium,Europe,Southern Europe,CB-1253564
CA-2014-NC18415140-41927,2014-10-15,2014-10-21,Standard Class,Low,USCA,Southern US,NC-184151408
RS-2015-ED3885108-42313,2015-11-05,2015-11-09,Standard Class,Medium,Europe,Eastern Europe,ED-3885108
NI-2014-FA423095-41831,2014-07-11,2014-07-13,Second Class,Medium,Africa,Western Africa,FA-423095
AO-2012-GK46204-40914,2012-01-06,2012-01-11,Standard Class,Medium,Africa,Central Africa,GK-46204
ID-2014-HH150107-41923,2014-10-11,2014-10-16,Second Class,Medium,Asia Pacific,Oceania,HH-150107
TU-2012-JL5130134-41159,2012-09-07,2012-09-14,Standard Class,Medium,Asia Pacific,Western Asia,JL-5130134
NI-2014-JK532595-41711,2014-03-13,2014-03-17,Standard Class,Medium,Africa,Western Africa,JK-532595
CA-2012-NC18415140-41031,2012-05-02,2012-05-09,Standard Class,Medium,USCA,Eastern US,NC-184151406
CA-2012-NC18415140-41269,2012-12-26,2012-12-29,First Class,Critical,USCA,Central US,NC-184151402
ID-2015-KE1642059-42160,2015-06-05,2015-06-09,Standard Class,Medium,Asia Pacific,Southeastern Asia,KE-1642059
TU-2014-LS7200134-41782,2014-05-23,2014-05-27,Standard Class,Medium,Asia Pacific,Western Asia,LS-7200134
RO-2013-MV8190107-41567,2013-10-20,2013-10-25,Standard Class,Medium,Europe,Eastern Europe,MV-8190107
IZ-2014-PW924061-41801,2014-06-11,2014-06-16,Standard Class,Medium,Asia Pacific,Western Asia,PW-924061
CA-2013-NC18415140-41434,2013-06-09,2013-06-13,Standard Class,High,USCA,Central US,NC-184151402
CA-2014-NG843023-41930,2014-10-18,2014-10-20,Second Class,High,USCA,Canada,NG-843023
ES-2013-RH196008-41367,2013-04-03,2013-04-05,First Class,High,Europe,Western Europe,RH-196008
CA-2015-NG18430140-42321,2015-11-13,2015-11-19,Standard Class,Low,USCA,Central US,NG-184301402
UP-2013-RS9870137-41528,2013-09-11,2013-09-15,Standard Class,Medium,Europe,Eastern Europe,RS-9870137
CA-2012-NG18430140-41245,2012-12-02,2012-12-08,Standard Class,Medium,USCA,Central US,NG-184301402
CA-2013-NG18430140-41600,2013-11-22,2013-11-25,Second Class,High,USCA,Western US,NG-184301404
ES-2012-SC20380139-41146,2012-08-25,2012-08-29,Second Class,Medium,Europe,Northern Europe,SC-20380139
CA-2012-NG18430140-41236,2012-11-23,2012-11-25,First Class,Medium,USCA,Eastern US,NG-184301406
ID-2015-TC21475130-42211,2015-07-26,2015-07-31,Standard Class,Medium,Asia Pacific,Southeastern Asia,TC-21475130
MX-2014-RD1981018-41732,2014-04-03,2014-04-05,Second Class,Medium,LATAM,South America,RD-1981018
MX-2015-LT1711039-42084,2015-03-21,2015-03-25,Second Class,Medium,LATAM,Central America,LT-1711039
US-2014-MC1759098-41754,2014-04-25,2014-04-29,Standard Class,Medium,LATAM,Central America,MC-1759098
MX-2012-BT1144065-41266,2012-12-23,2012-12-27,Second Class,Medium,LATAM,Caribbean,BT-1144065
MX-2014-SC2005082-41861,2014-08-10,2014-08-15,Standard Class,Medium,LATAM,Central America,SC-2005082
MX-2015-KB1624026-42327,2015-11-19,2015-11-25,Standard Class,Medium,LATAM,South America,KB-1624026
US-2015-LC1714055-42325,2015-11-17,2015-11-24,Standard Class,Low,LATAM,Central America,LC-1714055
MX-2014-MY1829536-41962,2014-11-19,2014-11-25,Standard Class,Medium,LATAM,Caribbean,MY-1829536
CA-2013-NG18430140-41583,2013-11-05,2013-11-09,Standard Class,Medium,USCA,Central US,NG-184301402
MO-2013-AH1007586-41504,2013-08-18,2013-08-24,Standard Class,Medium,Africa,North Africa,AH-1007586
CA-2012-NM18445140-41216,2012-11-03,2012-11-08,Standard Class,High,USCA,Eastern US,NM-184451406
CA-2013-NM18445140-41417,2013-05-23,2013-05-27,Second Class,High,USCA,Central US,NM-184451402
PL-2012-BP1050103-40972,2012-03-04,2012-03-11,Standard Class,Low,Europe,Eastern Europe,BP-1050103
US-2013-NM18445140-41419,2013-05-25,2013-05-27,Second Class,Critical,USCA,Central US,NM-184451402
CA-2012-NM18445140-41006,2012-04-07,2012-04-11,Standard Class,Medium,USCA,Western US,NM-184451404
IN-2013-CK127607-41439,2013-06-14,2013-06-18,Standard Class,High,Asia Pacific,Oceania,CK-127607
IN-2015-DM1301559-42311,2015-11-03,2015-11-08,Standard Class,Medium,Asia Pacific,Southeastern Asia,DM-1301559
ID-2015-DW13480102-42083,2015-03-20,2015-03-23,Second Class,High,Asia Pacific,Southeastern Asia,DW-13480102
ES-2012-DN13690120-41247,2012-12-04,2012-12-07,First Class,High,Europe,Southern Europe,DN-13690120
ES-2014-EM1381048-41956,2014-11-13,2014-11-19,Standard Class,Medium,Europe,Western Europe,EM-1381048
CG-2014-EB417033-41808,2014-06-18,2014-06-22,Standard Class,Medium,Africa,Central Africa,EB-417033
IN-2012-EH1418527-41002,2012-04-03,2012-04-07,Standard Class,Medium,Asia Pacific,Eastern Asia,EH-1418527
NG-2015-GT471094-42314,2015-11-06,2015-11-06,Same Day,High,Africa,Western Africa,GT-471094
CA-2012-NM18445140-41021,2012-04-22,2012-04-25,Second Class,Medium,USCA,Western US,NM-184451404
CA-2013-NM844523-41450,2013-06-25,2013-06-27,First Class,Critical,USCA,Canada,NM-844523
CA-2012-NM18445140-40948,2012-02-09,2012-02-10,First Class,Medium,USCA,Western US,NM-184451404
ES-2013-KS16300120-41458,2013-07-03,2013-07-07,Standard Class,Medium,Europe,Southern Europe,KS-16300120
UP-2013-LW6825137-41586,2013-11-08,2013-11-13,Standard Class,Medium,Europe,Eastern Europe,LW-6825137
CA-2015-NM18445140-42209,2015-07-24,2015-07-31,Standard Class,Medium,USCA,Eastern US,NM-184451406
SU-2015-LW6990122-42346,2015-12-08,2015-12-11,Second Class,Medium,Africa,North Africa,LW-6990122
CA-2015-ND18460140-42186,2015-07-01,2015-07-05,Standard Class,Medium,USCA,Eastern US,ND-184601406
CA-2015-ND18460140-42166,2015-06-11,2015-06-15,Standard Class,Medium,USCA,Southern US,ND-184601408
CA-2012-ND18460140-40946,2012-02-07,2012-02-10,First Class,Medium,USCA,Southern US,ND-184601408
IN-2013-ME1801092-41282,2013-01-08,2013-01-12,Second Class,Medium,Asia Pacific,Oceania,ME-1801092
CA-2012-ND18460140-41170,2012-09-18,2012-09-23,Standard Class,Medium,USCA,Western US,ND-184601404
IN-2014-PT190907-41770,2014-05-11,2014-05-15,Standard Class,Medium,Asia Pacific,Oceania,PT-190907
ES-2012-PF19165139-41248,2012-12-05,2012-12-11,Standard Class,Medium,Europe,Northern Europe,PF-19165139
US-2013-ND18460140-41468,2013-07-13,2013-07-15,Second Class,Medium,USCA,Southern US,ND-184601408
CA-2013-ND846023-41532,2013-09-15,2013-09-19,Standard Class,Medium,USCA,Canada,ND-846023
CA-2015-ND18460140-42144,2015-05-20,2015-05-24,Standard Class,Medium,USCA,Southern US,ND-184601408
US-2013-NF18475140-41454,2013-06-29,2013-07-03,Standard Class,Medium,USCA,Central US,NF-184751402
CA-2013-NF847523-41549,2013-10-02,2013-10-07,Standard Class,Medium,USCA,Canada,NF-847523
ID-2015-TT2107059-42171,2015-06-16,2015-06-19,First Class,High,Asia Pacific,Southeastern Asia,TT-2107059
IN-2015-VB21745102-42268,2015-09-21,2015-09-26,Standard Class,Medium,Asia Pacific,Southeastern Asia,VB-21745102
ID-2013-VW2177559-41473,2013-07-18,2013-07-23,Standard Class,Medium,Asia Pacific,Southeastern Asia,VW-2177559
TU-2015-VG11790134-42042,2015-02-07,2015-02-12,Standard Class,Medium,Asia Pacific,Western Asia,VG-11790134
MX-2012-SF2020093-41125,2012-08-04,2012-08-07,Second Class,High,LATAM,Central America,SF-2020093
MX-2015-EB1417051-42269,2015-09-22,2015-09-27,Standard Class,Medium,LATAM,Central America,EB-1417051
CM-2015-AS22522-42367,2015-12-29,2016-01-02,Standard Class,High,Africa,Central Africa,AS-22522
LH-2014-AR57075-41943,2014-10-31,2014-11-02,First Class,Medium,Europe,Northern Europe,AR-57075
CA-2012-NF18475140-40981,2012-03-13,2012-03-17,Standard Class,Medium,USCA,Southern US,NF-184751408
ES-2015-AJ1079545-42013,2015-01-09,2015-01-13,Second Class,Medium,Europe,Western Europe,AJ-1079545
IT-2015-BM11140139-42358,2015-12-20,2015-12-24,Standard Class,Medium,Europe,Northern Europe,BM-11140139
ES-2015-CA1196548-42325,2015-11-17,2015-11-21,Standard Class,Medium,Europe,Western Europe,CA-1196548
IN-2015-CV1229527-42151,2015-05-27,2015-06-01,Standard Class,Medium,Asia Pacific,Eastern Asia,CV-1229527
NI-2013-CM238595-41573,2013-10-26,2013-10-30,Standard Class,High,Africa,Western Africa,CM-238595
US-2012-NF18475140-41182,2012-09-30,2012-10-04,Standard Class,High,USCA,Western US,NF-184751404
TU-2015-DM3525134-42048,2015-02-13,2015-02-19,Standard Class,Medium,Asia Pacific,Western Asia,DM-3525134
SU-2014-EB3840122-41751,2014-04-22,2014-04-27,Standard Class,Medium,Africa,North Africa,EB-3840122
RS-2015-EM4095108-42238,2015-08-22,2015-08-27,Standard Class,Medium,Europe,Eastern Europe,EM-4095108
UG-2014-GH4665136-41877,2014-08-26,2014-08-29,First Class,Medium,Africa,Eastern Africa,GH-4665136
CA-2014-NF18475140-41844,2014-07-24,2014-07-28,Standard Class,Medium,USCA,Central US,NF-184751402
CA-2014-NK18490140-41839,2014-07-19,2014-07-23,Standard Class,Medium,USCA,Eastern US,NK-184901406
CA-2015-NK18490140-42290,2015-10-13,2015-10-15,First Class,Medium,USCA,Western US,NK-184901404
ID-2013-JL158507-41395,2013-05-01,2013-05-08,Standard Class,Medium,Asia Pacific,Oceania,JL-158507
CA-2015-NK18490140-42174,2015-06-19,2015-06-21,Second Class,High,USCA,Central US,NK-184901402
CA-2015-NK18490140-42272,2015-09-25,2015-09-29,Second Class,Medium,USCA,Western US,NK-184901404
CA-2014-NK18490140-41930,2014-10-18,2014-10-21,First Class,Critical,USCA,Western US,NK-184901404
CA-2015-NK18490140-42299,2015-10-22,2015-10-27,Standard Class,Medium,USCA,Southern US,NK-184901408
UP-2012-LB6735137-41052,2012-05-23,2012-05-29,Standard Class,Medium,Europe,Eastern Europe,LB-6735137
CA-2013-NK18490140-41422,2013-05-28,2013-06-03,Standard Class,Low,USCA,Western US,NK-184901404
CA-2015-NS18505140-42024,2015-01-20,2015-01-25,Second Class,Medium,USCA,Eastern US,NS-185051406
IZ-2015-MS753061-42318,2015-11-10,2015-11-15,Standard Class,Medium,Asia Pacific,Western Asia,MS-753061
CA-2014-NS18505140-41968,2014-11-25,2014-11-27,Second Class,Critical,USCA,Central US,NS-185051402
ID-2012-ME1801027-40949,2012-02-10,2012-02-13,Second Class,High,Asia Pacific,Eastern Asia,ME-1801027
ES-2013-MB18085139-41500,2013-08-14,2013-08-21,Standard Class,Medium,Europe,Northern Europe,MB-18085139
MX-2013-MC1813051-41347,2013-03-14,2013-03-19,Second Class,Medium,LATAM,Central America,MC-1813051
CA-2015-NS18505140-42279,2015-10-02,2015-10-03,First Class,High,USCA,Western US,NS-185051404
CA-2015-NS18505140-42363,2015-12-25,2015-12-28,First Class,High,USCA,Central US,NS-185051402
NI-2012-ND837095-40985,2012-03-17,2012-03-22,Standard Class,Medium,Africa,Western Africa,ND-837095
UG-2015-NC8535136-42076,2015-03-13,2015-03-17,Standard Class,Medium,Africa,Eastern Africa,NC-8535136
ES-2013-SM2095048-41341,2013-03-08,2013-03-12,Standard Class,High,Europe,Western Europe,SM-2095048
ID-2013-SF2096559-41637,2013-12-29,2014-01-03,Standard Class,Medium,Asia Pacific,Southeastern Asia,SF-2096559
NI-2012-TH1155095-41063,2012-06-03,2012-06-08,Standard Class,Medium,Africa,Western Africa,TH-1155095
TU-2015-TG11640134-42329,2015-11-21,2015-11-23,Second Class,Medium,Asia Pacific,Western Asia,TG-11640134
CA-2014-NM18520140-41977,2014-12-04,2014-12-07,First Class,High,USCA,Western US,NM-185201404
MX-2012-BW1106536-40935,2012-01-27,2012-01-31,Standard Class,Medium,LATAM,Caribbean,BW-1106536
MX-2013-JO1555093-41425,2013-05-31,2013-06-04,Standard Class,Medium,LATAM,Central America,JO-1555093
MX-2013-MS1771082-41453,2013-06-28,2013-07-03,Standard Class,Medium,LATAM,Central America,MS-1771082
CA-2014-NM18520140-41791,2014-06-01,2014-06-07,Standard Class,Medium,USCA,Eastern US,NM-185201406
TU-2015-AB165134-42353,2015-12-15,2015-12-19,Standard Class,Medium,Asia Pacific,Western Asia,AB-165134
CA-2013-NM18520140-41525,2013-09-08,2013-09-11,First Class,Medium,USCA,Western US,NM-185201404
ES-2015-AC10660120-42214,2015-07-29,2015-08-03,Standard Class,Medium,Europe,Southern Europe,AC-10660120
US-2013-NM18520140-41544,2013-09-27,2013-09-29,First Class,High,USCA,Central US,NM-185201402
TU-2013-BP1230134-41615,2013-12-07,2013-12-11,Standard Class,High,Asia Pacific,Western Asia,BP-1230134
CA-2014-NM18520140-41646,2014-01-07,2014-01-11,Standard Class,Medium,USCA,Central US,NM-185201402
US-2013-NM18520140-41609,2013-12-01,2013-12-02,Same Day,Medium,USCA,Central US,NM-185201402
TU-2012-DH3075134-41121,2012-07-31,2012-08-05,Standard Class,High,Asia Pacific,Western Asia,DH-3075134
IN-2015-DK1337566-42155,2015-05-31,2015-06-07,Standard Class,Medium,Asia Pacific,Eastern Asia,DK-1337566
ID-2014-DO136457-41783,2014-05-24,2014-05-27,Second Class,Medium,Asia Pacific,Oceania,DO-136457
IN-2015-EB137057-42210,2015-07-25,2015-07-28,Second Class,Medium,Asia Pacific,Oceania,EB-137057
CA-2014-NM18520140-41997,2014-12-24,2014-12-29,Standard Class,Medium,USCA,Eastern US,NM-185201406
EG-2013-FO430538-41290,2013-01-16,2013-01-21,Second Class,Medium,Africa,North Africa,FO-430538
IN-2013-GR1456066-41511,2013-08-25,2013-08-27,First Class,High,Asia Pacific,Eastern Asia,GR-1456066
ES-2013-JK1520564-41584,2013-11-06,2013-11-10,Standard Class,Medium,Europe,Southern Europe,JK-1520564
CA-2014-NM18520140-41934,2014-10-22,2014-10-28,Standard Class,Medium,USCA,Western US,NM-185201404
ES-2014-JP15460139-41879,2014-08-28,2014-09-03,Standard Class,Medium,Europe,Northern Europe,JP-15460139
ES-2012-JF1549064-40968,2012-02-29,2012-03-04,Standard Class,Medium,Europe,Southern Europe,JF-1549064
US-2014-NM18520140-41869,2014-08-18,2014-08-22,Standard Class,Medium,USCA,Western US,NM-185201404
TU-2012-JK6090134-41137,2012-08-16,2012-08-20,Standard Class,Medium,Asia Pacific,Western Asia,JK-6090134
US-2015-NM18520140-42125,2015-05-01,2015-05-03,First Class,High,USCA,Eastern US,NM-185201406
CA-2012-NC18535140-41112,2012-07-22,2012-07-26,Standard Class,High,USCA,Western US,NC-185351404
TZ-2013-KT6480129-41514,2013-08-28,2013-09-01,Standard Class,Medium,Africa,Eastern Africa,KT-6480129
CA-2015-NC18535140-42348,2015-12-10,2015-12-14,Standard Class,High,USCA,Western US,NC-185351404
ID-2015-LR17035102-42087,2015-03-24,2015-03-30,Standard Class,Medium,Asia Pacific,Southeastern Asia,LR-17035102
IN-2013-MH1729058-41576,2013-10-29,2013-11-04,Standard Class,Medium,Asia Pacific,Southern Asia,MH-1729058
CA-2012-NC18535140-41140,2012-08-19,2012-08-24,Standard Class,Medium,USCA,Southern US,NC-185351408
MX-2013-ML1775518-41543,2013-09-26,2013-09-30,Standard Class,Medium,LATAM,South America,ML-1775518
NI-2013-MH778595-41379,2013-04-15,2013-04-20,Standard Class,Medium,Africa,Western Africa,MH-778595
IN-2012-MG1789058-40951,2012-02-12,2012-02-19,Standard Class,Medium,Asia Pacific,Southern Asia,MG-1789058
ES-2013-MP1796548-41588,2013-11-10,2013-11-16,Standard Class,Medium,Europe,Western Europe,MP-1796548
IN-2015-MP179657-42244,2015-08-28,2015-09-01,Standard Class,High,Asia Pacific,Oceania,MP-179657
IN-2013-NW1840027-41502,2013-08-16,2013-08-23,Standard Class,Medium,Asia Pacific,Eastern Asia,NW-1840027
CA-2015-NC18535140-42096,2015-04-02,2015-04-04,First Class,Medium,USCA,Western US,NC-185351404
US-2014-NC18535140-41973,2014-11-30,2014-12-02,Second Class,High,USCA,Central US,NC-185351402
CA-2015-NC18535140-42319,2015-11-11,2015-11-13,Second Class,High,USCA,Western US,NC-185351404
CA-2015-NC18535140-42363,2015-12-25,2015-12-29,Standard Class,High,USCA,Eastern US,NC-185351406
ES-2015-RB1943545-42107,2015-04-13,2015-04-16,Second Class,Medium,Europe,Western Europe,RB-1943545
TU-2013-RF9840134-41528,2013-09-11,2013-09-16,Second Class,Medium,Asia Pacific,Western Asia,RF-9840134
ID-2013-SH2039599-41609,2013-12-01,2013-12-02,First Class,High,Asia Pacific,Oceania,SH-2039599
IZ-2015-SS1041061-42343,2015-12-05,2015-12-05,Same Day,High,Asia Pacific,Western Asia,SS-1041061
IT-2015-SN2071048-42243,2015-08-27,2015-09-01,Second Class,Medium,Europe,Western Europe,SN-2071048
IN-2014-SV20785144-41965,2014-11-22,2014-11-28,Standard Class,Medium,Asia Pacific,Southeastern Asia,SV-20785144
CA-2014-NR18550140-41930,2014-10-18,2014-10-21,First Class,Critical,USCA,Eastern US,NR-185501406
UP-2012-TB11400137-41146,2012-08-25,2012-08-30,Standard Class,High,Europe,Eastern Europe,TB-11400137
US-2015-TT2126518-42318,2015-11-10,2015-11-14,Standard Class,High,LATAM,South America,TT-2126518
US-2015-TT2126536-42368,2015-12-30,2016-01-03,Standard Class,High,LATAM,Caribbean,TT-2126536
MX-2014-KM1666031-41728,2014-03-30,2014-04-05,Standard Class,Medium,LATAM,Caribbean,KM-1666031
CA-2014-NR18550140-41762,2014-05-03,2014-05-07,Standard Class,High,USCA,Central US,NR-185501402
CA-2012-NR18550140-41066,2012-06-06,2012-06-10,Second Class,High,USCA,Central US,NR-185501402
CA-2015-NR18550140-42159,2015-06-04,2015-06-11,Standard Class,Medium,USCA,Southern US,NR-185501408
CA-2012-NR18550140-41168,2012-09-16,2012-09-20,Standard Class,Medium,USCA,Western US,NR-185501404
AL-2012-EM38252-41213,2012-10-31,2012-11-04,Standard Class,Medium,Europe,Southern Europe,EM-38252
RS-2013-EC4050108-41317,2013-02-12,2013-02-16,Standard Class,Medium,Europe,Eastern Europe,EC-4050108
CA-2013-NZ18565140-41507,2013-08-21,2013-08-23,First Class,High,USCA,Western US,NZ-185651404
ES-2015-HJ14875120-42006,2015-01-02,2015-01-05,First Class,High,Europe,Southern Europe,HJ-14875120
US-2012-NZ18565140-41122,2012-08-01,2012-08-07,Standard Class,Medium,USCA,Central US,NZ-185651402
CA-2015-NZ18565140-42222,2015-08-06,2015-08-09,First Class,High,USCA,Central US,NZ-185651402
ES-2013-JE157158-41300,2013-01-26,2013-02-02,Standard Class,Medium,Europe,Western Europe,JE-157158
US-2015-NZ18565140-42284,2015-10-07,2015-10-12,Standard Class,Medium,USCA,Western US,NZ-185651404
NI-2014-KM622595-41998,2014-12-25,2014-12-29,Standard Class,High,Africa,Western Africa,KM-622595
IN-2012-KM1666027-40914,2012-01-06,2012-01-10,Standard Class,High,Asia Pacific,Eastern Asia,KM-1666027
CA-2014-NZ18565140-41964,2014-11-21,2014-11-25,Second Class,Medium,USCA,Eastern US,NZ-185651406
CA-2014-NZ18565140-41831,2014-07-11,2014-07-12,Same Day,High,USCA,Western US,NZ-185651404
ES-2012-MZ1751545-41262,2012-12-19,2012-12-24,Second Class,Medium,Europe,Western Europe,MZ-1751545
IT-2012-MZ1751591-41014,2012-04-15,2012-04-20,Standard Class,Medium,Europe,Western Europe,MZ-1751591
MX-2014-MC1784582-41870,2014-08-19,2014-08-25,Standard Class,Medium,LATAM,Central America,MC-1784582
LY-2015-MP817574-42201,2015-07-16,2015-07-19,First Class,Medium,Africa,North Africa,MP-817574
NI-2015-NF838595-42368,2015-12-30,2016-01-04,Standard Class,Medium,Africa,Western Africa,NF-838595
CA-2014-NZ18565140-41894,2014-09-12,2014-09-18,Standard Class,Medium,USCA,Eastern US,NZ-185651406
CA-2015-NZ18565140-42125,2015-05-01,2015-05-05,Standard Class,High,USCA,Western US,NZ-185651404
RO-2014-RE9450107-41940,2014-10-28,2014-11-04,Standard Class,Medium,Europe,Eastern Europe,RE-9450107
US-2014-NZ18565140-41822,2014-07-02,2014-07-03,First Class,Critical,USCA,Western US,NZ-185651404
IT-2014-RA19885139-41814,2014-06-24,2014-06-29,Standard Class,Medium,Europe,Northern Europe,RA-19885139
ID-2014-SC2044092-41965,2014-11-22,2014-11-27,Second Class,Medium,Asia Pacific,Oceania,SC-2044092
ES-2015-SC2068048-42300,2015-10-23,2015-10-28,Standard Class,Medium,Europe,Western Europe,SC-2068048
CA-2012-NB858023-41086,2012-06-26,2012-06-28,First Class,Critical,USCA,Canada,NB-858023
MX-2013-CY1274582-41576,2013-10-29,2013-11-05,Standard Class,Medium,LATAM,Central America,CY-1274582
MX-2014-GZ1454531-41817,2014-06-27,2014-07-02,Standard Class,Medium,LATAM,Caribbean,GZ-1454531
US-2014-LH1675055-41840,2014-07-20,2014-07-23,First Class,Medium,LATAM,Central America,LH-1675055
MX-2013-BN1151582-41578,2013-10-31,2013-11-03,First Class,High,LATAM,Central America,BN-1151582
MX-2015-LA1678051-42286,2015-10-09,2015-10-14,Standard Class,Medium,LATAM,Central America,LA-1678051
US-2013-BS11800101-41574,2013-10-27,2013-10-31,Standard Class,High,LATAM,South America,BS-11800101
MX-2013-AO1081018-41577,2013-10-30,2013-11-04,Standard Class,Medium,LATAM,South America,AO-1081018
MX-2014-FH1436593-41901,2014-09-19,2014-09-24,Second Class,Medium,LATAM,Central America,FH-1436593
KE-2014-AH1003069-41798,2014-06-08,2014-06-12,Standard Class,Medium,Africa,Eastern Africa,AH-1003069
CA-2012-NB18580140-41203,2012-10-21,2012-10-25,Standard Class,Medium,USCA,Southern US,NB-185801408
ES-2014-AG1052564-41903,2014-09-21,2014-09-23,First Class,High,Europe,Southern Europe,AG-1052564
KE-2013-AG52569-41579,2013-11-01,2013-11-06,Standard Class,Medium,Africa,Eastern Africa,AG-52569
CA-2012-NB18580140-41177,2012-09-25,2012-09-30,Second Class,Medium,USCA,Eastern US,NB-185801406
US-2013-NF18595140-41346,2013-03-13,2013-03-18,Second Class,Medium,USCA,Western US,NF-185951404
IN-2015-BS1180092-42150,2015-05-26,2015-06-01,Standard Class,Medium,Asia Pacific,Oceania,BS-1180092
CA-2015-NF18595140-42235,2015-08-19,2015-08-23,Standard Class,High,USCA,Western US,NF-185951404
US-2012-NF18595140-41160,2012-09-08,2012-09-10,First Class,High,USCA,Eastern US,NF-185951406
NI-2014-CR273095-41858,2014-08-07,2014-08-12,Standard Class,Medium,Africa,Western Africa,CR-273095
CA-2013-NF18595140-41368,2013-04-04,2013-04-08,Standard Class,Medium,USCA,Eastern US,NF-185951406
CA-2012-NF18595140-41017,2012-04-18,2012-04-20,Second Class,Medium,USCA,Western US,NF-185951404
CA-2015-NF18595140-42255,2015-09-08,2015-09-14,Standard Class,Medium,USCA,Central US,NF-185951402
CA-2013-NF18595140-41397,2013-05-03,2013-05-06,First Class,High,USCA,Western US,NF-185951404
ES-2013-JB1604564-41524,2013-09-07,2013-09-12,Standard Class,High,Europe,Southern Europe,JB-1604564
TU-2014-KM6225134-41879,2014-08-28,2014-09-02,Standard Class,Medium,Asia Pacific,Western Asia,KM-6225134
ID-2014-LB167957-41829,2014-07-09,2014-07-14,Standard Class,Medium,Asia Pacific,Oceania,LB-167957
IT-2013-LC1696091-41403,2013-05-09,2013-05-11,Second Class,High,Europe,Western Europe,LC-1696091
IT-2015-LC1696064-42078,2015-03-15,2015-03-19,Second Class,Medium,Europe,Southern Europe,LC-1696064
CA-2015-NH18610140-42055,2015-02-20,2015-02-22,Second Class,High,USCA,Southern US,NH-186101408
CA-2013-NH861023-41430,2013-06-05,2013-06-09,Standard Class,Medium,USCA,Canada,NH-861023
AO-2014-MM79204-41956,2014-11-13,2014-11-17,Standard Class,Medium,Africa,Central Africa,MM-79204
ES-2014-MP1817545-41879,2014-08-28,2014-09-03,Standard Class,Medium,Europe,Western Europe,MP-1817545
ES-2015-MY1829545-42326,2015-11-18,2015-11-25,Standard Class,Medium,Europe,Western Europe,MY-1829545
RS-2015-NG8430108-42253,2015-09-06,2015-09-10,Standard Class,High,Europe,Eastern Europe,NG-8430108
US-2015-NH18610140-42103,2015-04-09,2015-04-13,Standard Class,High,USCA,Central US,NH-186101402
ES-2013-NP18670139-41387,2013-04-23,2013-04-27,Standard Class,Medium,Europe,Northern Europe,NP-18670139
ID-2012-ON187157-41038,2012-05-09,2012-05-13,Standard Class,Medium,Asia Pacific,Oceania,ON-187157
CA-2015-NH18610140-42180,2015-06-25,2015-07-02,Standard Class,Medium,USCA,Western US,NH-186101404
US-2014-RP1927082-41765,2014-05-06,2014-05-10,Standard Class,High,LATAM,Central America,RP-1927082
SF-2015-RE9450117-42299,2015-10-22,2015-10-27,Standard Class,Medium,Africa,Southern Africa,RE-9450117
CA-2012-NH18610140-40969,2012-03-01,2012-03-05,Standard Class,High,USCA,Eastern US,NH-186101406
CA-2013-NH18610140-41536,2013-09-19,2013-09-26,Standard Class,Low,USCA,Southern US,NH-186101408
EG-2012-RW969038-41165,2012-09-13,2012-09-17,Standard Class,High,Africa,North Africa,RW-969038
CA-2013-NH18610140-41566,2013-10-19,2013-10-24,Standard Class,Medium,USCA,Central US,NH-186101402
ES-2014-SW2045545-41935,2014-10-23,2014-10-28,Standard Class,Medium,Europe,Western Europe,SW-2045545
IR-2014-SS1051560-41695,2014-02-25,2014-02-27,Second Class,High,Asia Pacific,Southern Asia,SS-1051560
RS-2013-TZ11580108-41527,2013-09-10,2013-09-13,First Class,Critical,Europe,Eastern Europe,TZ-11580108
ES-2014-TB2159545-41640,2014-01-01,2014-01-06,Standard Class,High,Europe,Western Europe,TB-2159545
US-2013-EA140355-41432,2013-06-07,2013-06-13,Standard Class,Medium,LATAM,South America,EA-140355
MX-2014-SB2018536-41853,2014-08-02,2014-08-06,Standard Class,Medium,LATAM,Caribbean,SB-2018536
CA-2014-NH18610140-41908,2014-09-26,2014-10-02,Standard Class,Medium,USCA,Central US,NH-186101402
ID-2012-AR105107-41031,2012-05-02,2012-05-08,Standard Class,Medium,Asia Pacific,Oceania,AR-105107
US-2014-NC18625140-41926,2014-10-14,2014-10-18,Standard Class,High,USCA,Western US,NC-186251404
ES-2015-AM10705120-42017,2015-01-13,2015-01-17,Standard Class,Medium,Europe,Southern Europe,AM-10705120
CA-2015-NC18625140-42165,2015-06-10,2015-06-11,First Class,Medium,USCA,Central US,NC-186251402
CA-2012-NC18625140-41210,2012-10-28,2012-11-01,Standard Class,High,USCA,Central US,NC-186251402
CA-2013-NC18625140-41396,2013-05-02,2013-05-07,Standard Class,Medium,USCA,Central US,NC-186251402
CA-2012-NC862523-41214,2012-11-01,2012-11-06,Standard Class,High,USCA,Canada,NC-862523
CA-2015-NC18625140-42104,2015-04-10,2015-04-15,Standard Class,Medium,USCA,Eastern US,NC-186251406
